symbol	phenotype	FLAMES_scaled	FLAMES_scaled_with_path	XGB_scaled	weighted_cS2G_score	Overall L2G score	L2G_best	FLAMES_causal	FLAMES_causal_path	FLAMES_raw_path	rel_PoPS_Score	rel_PoPS_path	rel_weighted_distance	rel_MAGMA_Z	TP	filename
NR2E1	IGF1	0.008743726375707138	0.019832157514881505	0.026099402	0.0	0.0124566964805126	0	0	0	0.02421210897885758	0.05452094449893422	0.6560490229392395	0.33884330659233386	0.7159294110749568	0	FLAMES_annotated_GCST011520-6_108666981_G_A_credset.cred1
SNX3	IGF1	0.013732240010629778	0.015685312282616732	0.026581999	0.0	0.0099364425987005	0	0	0	0.019149428904503073	0.3076135909181103	0.4172911995140967	0.4390197363508906	0.728021575352505	0	FLAMES_annotated_GCST011520-6_108666981_G_A_credset.cred1
FOXO3	IGF1	0.7870087991400142	0.7801137366356301	0.49061024	0.0	0.690147340297699	1	1	1	0.9524026215076447	1.0	1.0	1.0	1.0	1	FLAMES_annotated_GCST011520-6_108666981_G_A_credset.cred1
ARMC2	IGF1	0.017064759303852376	0.018017156091616176	0.056103483	0.0	0.0543736070394516	0	0	0	0.021996262708783	0.011521002096135848	0.03913821390351553	0.7491337520083403	0.29628001055316155	0	FLAMES_annotated_GCST011520-6_108666981_G_A_credset.cred1
SESN1	IGF1	0.04278270008050036	0.03529123021655506	0.05791734	0.0	0.0176590643823146	0	0	0	0.04308533306878025	0.6171604287924957	0.44438057871565645	0.5582951022767182	0.25009527159733824	0	FLAMES_annotated_GCST011520-6_108666981_G_A_credset.cred1
CEP57L1	IGF1	0.02702398986984882	0.023010070899893258	0.059092827	0.0	0.0153237851336598	0	0	0	0.02809186765592225	0.22498137083985997	0.13510265577702907	0.40803529701313823	0.1363996130507431	0	FLAMES_annotated_GCST011520-6_108666981_G_A_credset.cred1
CEP85L	Test_female	0.021472448319101358	0.018895416073407556	0.03158539	0.0	0.0480137281119823	0	0	0	0.022077333937082572	0.5263243266981149	0.38219799285354566	0.755499720826354	0.04015426903208844	0	FLAMES_annotated_GCST011519-6_118837066_C_T_credset.cred1
PLN	Test_female	0.007507580285547563	0.007474932308430334	0.022603637	0.0	0.0110975531861186	0	0	0	0.00873368313717918	0.04621707519195571	0.02683125308001428	0.4679604921157512	0.05104174265646099	0	FLAMES_annotated_GCST011519-6_118837066_C_T_credset.cred1
MCM9	Test_female	0.4095786854138833	0.3980455067070683	0.5387082	0.0	0.701635479927063	1	0	0	0.46507489115810824	0.6374516599419908	0.5690302346484598	1.0	0.8568661969407713	1	FLAMES_annotated_GCST011519-6_118837066_C_T_credset.cred1
ASF1A	Test_female	0.49897543949852585	0.5187310043333395	0.30816823	0.0	0.637553334236145	0	1	1	0.6060833781957626	1.0	1.0	0.8899574500856774	0.9066787975053783	0	FLAMES_annotated_GCST011519-6_118837066_C_T_credset.cred1
FAM184A	Test_female	0.04017875726408681	0.035654553514975075	0.048445184	0.0	0.0323577970266342	0	0	0	0.04165864785774637	0.7328258053496839	0.5651628304679449	0.7637632607481853	1.0	0	FLAMES_annotated_GCST011519-6_118837066_C_T_credset.cred1
MAN1A1	Test_female	0.013277093760119584	0.011831865530261013	0.020322366	0.0	0.012222752906382	0	0	0	0.013824307726033675	0.4897338447167149	0.3609138464726942	0.34510675985290434	0.184526849115582	0	FLAMES_annotated_GCST011519-6_118837066_C_T_credset.cred1
KPNA7	Test_female	0.008125418075309344	0.008156274598843922	0.011205819	0.0	0.009353844448924	0	0	0	0.010303893352365449	0.17186746651807872	0.1544521745648801	0.2949779083547436	0.2754412558127585	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ARPC1A	Test_female	0.023563838635719533	0.024039795085732948	0.017561864	0.0	0.0093254279345273	0	0	0	0.030369684317791485	0.6687726743056853	0.6536860873024736	0.5363466684836995	0.8500115612876705	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ARPC1B	Test_female	0.020561171370725575	0.020906811990612926	0.0168127	0.0	0.0091588720679283	0	0	0	0.026411759250940966	0.573036961691049	0.5560590064062021	0.5452140558176447	0.8171132749274208	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
PDAP1	Test_female	0.01437741308520562	0.01403193447148891	0.017654235	0.0	0.0101521480828523	0	0	0	0.01772666608626634	0.2438115443914487	0.2066021468230331	0.5639562148534416	0.8736222798859286	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
BUD31	Test_female	0.01710630347447807	0.016759452736695504	0.017654235	0.0	0.0091421660035848	0	0	0	0.021172363871539663	0.36836869080977314	0.3269290908343178	0.578368224371487	0.8749325591552553	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
PTCD1	Test_female	0.01467203653479069	0.014763119585601439	0.018028522	0.0	0.0091395741328597	0	0	0	0.01865037866427598	0.24335594460783738	0.22533769105662996	0.6405588444740158	0.784805898825887	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
CPSF4	Test_female	0.014468176371705666	0.015020458148650523	0.018028522	0.0	0.0096462257206439	0	0	0	0.01897547673165647	0.23424415552370725	0.2364547222722204	0.6288109257114151	0.784805898825887	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZNF789	Test_female	0.020954765331761632	0.02093943409983317	0.026210552	0.0	0.0103680584579706	0	0	0	0.02645297104809922	0.23179637071403036	0.2097747359676108	0.6906421474121311	0.784805898825887	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZNF394	Test_female	0.014856326531026852	0.015025884994115021	0.019127285	0.0	0.0095191448926925	0	0	0	0.01898233251320579	0.21344841461436287	0.19940070493253886	0.686198433343621	0.784805898825887	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZKSCAN5	Test_female	0.026950857268504144	0.026996828698475004	0.031148301	0.0	0.0093066403642296	0	0	0	0.03410533085786417	0.2847903142119444	0.26259968601563755	0.732126609777507	0.784805898825887	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
FAM200A	Test_female	0.021876230387687982	0.021532124727649374	0.022804806	0.0	0.0136240264400839	0	0	0	0.02720172232491748	0.3605671136749851	0.32293837554437566	0.763972781917317	0.784805898825887	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZNF655	Test_female	0.022773259067891113	0.022763642598080554	0.025999794	0.0	0.0177496448159217	0	0	0	0.028757509669332503	0.29337885122227836	0.26946317862709696	0.787910853163708	0.9136371811011484	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZSCAN25	Test_female	0.014286452489207783	0.014575947643241285	0.01915549	0.0	0.016199367120862	0	0	0	0.018413922705215028	0.1885542005784597	0.1802061238317061	0.8626683928478383	0.3450530534645326	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
CYP3A5	Test_female	0.10334071128513374	0.10691995956696944	0.037243906	0.0	0.018961202353239	0	1	1	0.13507292419672012	1.0	1.0	0.9262525167908529	0.8978752922436606	1	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
CYP3A7	Test_female	0.0840587073624652	0.08179566624581527	0.06492704	0.0	0.4335227012634277	1	0	0	0.10333318373096709	0.6308209418604119	0.5687508183332127	1.0	0.35869537291575676	1	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
CYP3A4	Test_female	0.03538158977620694	0.04183115306411753	0.027199354	0.0	0.0227170623838901	0	0	0	0.052845663146289336	0.6357852016012252	0.7853734929211462	0.9712387754802111	0.6017136397502761	1	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
CYP3A43	Test_female	0.03195638698550434	0.030616081828276305	0.026920255	0.0	0.020341582596302	0	0	0	0.03867756513133669	0.5441255806420713	0.47332748526551205	0.8763362205450297	0.8653752280142846	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
OR2AE1	Test_female	0.018891989405615397	0.01891519662992536	0.024783991	0.0	0.0136664602905511	0	0	0	0.023895734069742894	0.20181030833055438	0.18197732807103215	0.8122403880968319	0.8183207871952316	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
TRIM4	Test_female	0.02158723258973844	0.021356106219180996	0.023929164	0.0	0.0144177237525582	0	0	0	0.026979356596873248	0.3145144775214719	0.282656767196776	0.8109430801111062	0.9254168486498985	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
GJC3	Test_female	0.020455241843392712	0.02015940536878937	0.022804806	0.0	0.0118859373033046	0	0	0	0.025467553899736477	0.31035649047721153	0.2760570963805647	0.7490691046971635	0.7342959175808648	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
AZGP1	Test_female	0.01801271659793214	0.017638437113588507	0.020079127	0.0	0.010619088076055	0	0	0	0.022282792556614174	0.3104499630213947	0.2717332679566539	0.6910162424028655	0.8842458186676257	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZKSCAN1	Test_female	0.026703951683322735	0.025934201884575802	0.022637447	0.0	0.0099067315459251	0	0	0	0.03276290506884853	0.5381305488975461	0.47982670186487564	0.6257353304661625	1.0	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZSCAN21	Test_female	0.013851399382724732	0.013723734408820737	0.0168127	0.0	0.0091118030250072	0	0	0	0.01733731423960643	0.25144757728387096	0.2233096991594657	0.5800610042045605	0.7897515607738355	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
ZNF3	Test_female	0.017273825052439174	0.01676155292048599	0.0168127	0.0	0.0091588720679283	0	0	0	0.021175017052171983	0.41547934558956373	0.3640337820888281	0.5610008644266393	0.784805898825887	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
COPS6	Test_female	0.008850450803662077	0.00847563979956676	0.011205819	0.0	0.0092303175479173	0	0	0	0.010707350216013876	0.2240043943691521	0.1766488574416596	0.5277050741977333	0.2902653957814146	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
MCM7	Test_female	0.012651164497326863	0.011685613439773791	0.0168127	0.0	0.0093254279345273	0	0	0	0.014762538114823176	0.1939221055932868	0.12889566378169653	0.522662808144048	0.6323382062019886	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
AP4M1	Test_female	0.017029748697943985	0.016982901273681787	0.0168127	0.0	0.0095934551209211	0	0	0	0.021454648371276232	0.4037811292940649	0.3742875360970597	0.5108774798823739	0.6968501914035402	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
TAF6	Test_female	0.012344433900566892	0.011824530525966106	0.0168127	0.0	0.0093254279345273	0	0	0	0.01493803329017564	0.17922096475179525	0.13533086709613829	0.5035011282972132	0.6130437016673946	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
CNPY4	Test_female	0.01638949651178414	0.01586708860281736	0.0168127	0.0	0.0094674201682209	0	0	0	0.02004503242192667	0.3730947948582844	0.32259856452203794	0.48674300876584725	0.8206587364797163	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
MBLAC1	Test_female	0.01507689295863122	0.014951968229867284	0.0168127	0.0	0.0093254279345273	0	0	0	0.018888952815583965	0.3101836602651221	0.2802064747687689	0.4772824136608802	0.6756159597153354	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
LAMTOR4	Test_female	0.015010875409229373	0.014890152871711264	0.0168127	0.0	0.009353844448924	0	0	0	0.01881086093058684	0.3070195373826508	0.27734293649150327	0.4476046564137918	0.7196901574904299	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
GAL3ST4	Test_female	0.0102765850486686	0.010230701888162273	0.0168127	0.0	0.0101487413048744	0	0	0	0.012924535570493133	0.08011204700486342	0.06149825578563726	0.4337938709879982	0.6572078205688153	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
GPC2	Test_female	0.015539853230264848	0.015111107775814153	0.017561864	0.0	0.0100435940548777	0	0	0	0.019089995201995627	0.3006005089816448	0.25771717005058103	0.41994968422374623	0.8454384297202169	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
STAG3	Test_female	0.005735374331485481	0.005934021393871312	0.011205819	0.0	0.009353844448924	0	0	0	0.007496501356363296	0.0	0.0	0.40931870621919564	0.5100711661485496	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
PVRIG	Test_female	0.013501619919833934	0.01345718769585601	0.0168127	0.0	0.009353844448924	0	0	0	0.017000583435545297	0.23468316818989582	0.21096217363545758	0.35497072038670735	0.7263314749633892	0	FLAMES_annotated_GCST011519-7_99735325_T_G_credset.cred1
HNF4G	Urate	0.9522846532231473	0.9570422356819941	0.85125226	0.0	0.8238193392753601	1	1	1	0.7720619738101959	1.0	1.0	1.0	1.0	1	FLAMES_annotated_GCST011521-8_75568115_T_C_credset.cred1
ARC	Test_female	0.006965368760260517	0.005948763968711322	0.015425589	0.0	0.0104180974885821	0	0	0	0.009301872715353965	0.0	0.0	0.5838559438949888	0.0	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
PSCA	Test_female	0.023500547306587655	0.018308694285757182	0.023838129	0.0	0.0122390100732445	0	0	0	0.028628660462273293	0.4880070199796421	0.4089613843953327	0.6771826588040526	0.6120580883228187	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
LY6K	Test_female	0.019437757118283102	0.015792866936225707	0.025141833	0.0	0.0130994189530611	0	0	0	0.024694749837774664	0.29371977856935166	0.2593530595575147	0.7082453457271647	0.7318295441018927	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
THEM6	Test_female	0.024448767059197803	0.019005603259824717	0.025141833	0.0	0.0184784773737192	0	0	0	0.0297183924814054	0.4757634383965756	0.3960134803096883	0.7523373621604533	0.7351029639328652	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
SLURP1	Test_female	0.00879472012297314	0.007820412712652894	0.015558021	0.0	0.0165742486715316	0	0	0	0.012228503940860147	0.10388581290791371	0.1251466929052688	0.7599411551830997	0.15097131293893584	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
LYPD2	Test_female	0.021858751920074283	0.017103759677876317	0.022690201	0.0	0.0262241046875715	0	0	0	0.02674454665110442	0.4674724909520425	0.39372430193915575	0.7739771137476966	0.5431853350791572	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
LYNX1	Test_female	0.026001490212511046	0.020214954239487905	0.025141833	0.0	0.0236069802194833	0	0	0	0.03160941201759529	0.5321719087491569	0.44745573925054327	0.8095945891608513	0.865837400309487	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
LY6D	Test_female	0.03711667019274902	0.02797745654787763	0.029633295	0.0	0.0182645730674266	0	0	0	0.043747363498787516	0.7315976909842631	0.5972718828957374	0.8211971675732337	0.8627901440304726	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
GML	Test_female	0.1743071432025411	0.12357676883346495	0.18753204	0.0	0.288265585899353	0	0	0	0.1932326413200466	0.4365300328268908	0.378032819437129	1.0	0.9684323294845851	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
CYP11B1	Test_female	0.04386912300674628	0.042589698003052	0.036988925	0.0	0.0987359583377838	0	0	0	0.0665960108509021	0.6708350763597674	0.8189658804720223	0.9504976990345513	0.892738959647661	1	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
CYP11B2	Test_female	0.3271890855034609	0.486933782057292	0.26070252	0.0	0.4547461569309234	1	1	1	0.7614012062549591	0.7338772972110481	1.0	1.0	1.0	1	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
LY6E	Test_female	0.07705811759794783	0.037952332234379965	0.031478785	0.0	0.0286043882369995	0	0	0	0.05934472531635913	1.0	0.8769630055298075	0.857969631970317	0.9222830615402928	0	FLAMES_annotated_GCST011519-8_142915548_G_A_credset.cred1
ACTR1A	Test_female	0.009796373145154176	0.012069546123772496	0.016798796	0.0	0.0077866311185061	0	0	0	0.01435575459159193	0.022253103214507228	0.06344694433849177	0.5146067203971768	0.15294330132853903	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
SUFU	Test_female	0.020118606270904883	0.017930704568290892	0.019360747	0.0	0.0069686872884631	0	0	0	0.02132713126053027	0.36214073033031485	0.20098865084036766	0.6907004575664036	0.25558521345414636	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
TRIM8	Test_female	0.031107937453475003	0.029798387849880977	0.025825795	0.0	0.0097466008737683	0	0	0	0.03544278623331183	0.48541789202200447	0.3517940678738352	0.7241826334770605	0.7133493633049683	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
ARL3	Test_female	0.019660439344568226	0.023789541648899556	0.021702724	0.0	0.0180287659168243	0	0	0	0.028295746853760864	0.2628196251992992	0.31359824963066546	0.799568684096101	0.5910840635978094	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
SFXN2	Test_female	0.028007900702970948	0.027093183032291537	0.025825795	0.0	0.015240547247231	0	0	0	0.03222516263064667	0.3959436369324422	0.28241511497096233	0.8387223141363653	0.7031881628218631	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
