symbol	phenotype	FLAMES_scaled	FLAMES_scaled_with_path	XGB_scaled	weighted_cS2G_score	Overall L2G score	L2G_best	FLAMES_causal	FLAMES_causal_path	FLAMES_raw_path	rel_PoPS_Score	rel_PoPS_path	rel_weighted_distance	rel_MAGMA_Z	TP	filename
WBP1L	Test_female	0.04364507795387254	0.03927125554673477	0.033764273	0.0	0.02953976765275	0	0	0	0.04671000063724056	0.5510952685148063	0.35793941316962086	0.9366864869158086	0.7089650189988252	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
CYP17A1	Test_female	0.11779914142034172	0.13257016156921714	0.039271675	0.0	0.0689778178930282	0	0	0	0.15768154710531235	1.0	1.0	0.9653183781768153	0.9124647735858421	1	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
AS3MT	Test_female	0.04753403622792391	0.05283509019552608	0.05287831	0.0	0.1910616755485534	0	0	0	0.06284309127231058	0.25762815499747826	0.24936975488994564	0.9916267636633851	0.7979203317762936	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
CNNM2	Test_female	0.029004500734430616	0.027467704565091892	0.025825795	0.0	0.0158597938716411	0	0	0	0.03267062587831254	0.42470782666035467	0.2920202701230074	0.9259641673947254	0.7972033949715155	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
NT5C2	Test_female	0.03497068974628612	0.03304423405653672	0.028668776	0.0	0.1458270400762558	0	0	0	0.03930345929482999	0.4968136662845127	0.35099815424962744	0.6999540952798909	0.7125497030227157	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
RPEL1	Test_female	0.0104695439937345	0.01261850903299716	0.016798796	0.0	0.0081871626898646	0	0	0	0.015008701829532673	0.05212288985783842	0.0850913747419552	0.48496384835018974	0.29299001251881956	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
INA	Test_female	0.01018738037402331	0.012493461031038433	0.016798796	0.0	0.0103328321129083	0	0	0	0.01485996728642068	0.039602788669258884	0.08016100009757393	0.44286073907945556	0.2544546592619963	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
PCGF6	Test_female	0.014295437662133375	0.015112581436907947	0.016798796	0.0	0.0067318473011255	0	0	0	0.01797520040346694	0.22188458946599035	0.18342730150176526	0.40835412058806503	0.3500140629911706	0	FLAMES_annotated_GCST011519-10_102863296_C_G_credset.cred1
BATF2	Urate	0.008472792179876358	0.00814157783816867	0.013588042	0.0	0.0048787016421556	0	0	0	0.01290760325383998	0.0978245535855293	0.08240507831214414	0.4191310722207991	0.9072886016111137	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
BATF2	Urate	0.007149296416449564	0.0066269119766421344	0.011767749	0.0	0.0044793342240154	0	0	0	0.01290760325383998	0.0978245535855293	0.08240507831214414	0.46777226182585524	0.9072886016111137	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
ARL2	Urate	0.015132924473527678	0.014884557709138187	0.013588042	0.0	0.0072370655834674	0	0	0	0.023597878609934963	0.4989153177674861	0.4922345791096199	0.3834730405114482	0.9387632048622835	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
ARL2	Urate	0.012769080181850054	0.012115422306383818	0.011767749	0.0	0.0043657282367348	0	0	0	0.023597878609934963	0.4989153177674861	0.4922345791096199	0.4323724755502049	0.9387632048622835	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
SNX15	Urate	0.011164521345726798	0.010930861964249094	0.014155949	0.0	0.0049648308195173	0	0	0	0.017329715721142537	0.23295404047253	0.2252812467548358	0.36535788836869615	0.8293980029906902	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
SNX15	Urate	0.00942056299196802	0.008897275381475457	0.012259577	0.0	0.0043936921283602	0	0	0	0.017329715721142537	0.23295404047253	0.2252812467548358	0.4143885184032897	0.8293980029906902	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
SAC3D1	Urate	0.011006578349637981	0.010309368003879184	0.014155949	0.0	0.0053452178835868	0	0	0	0.016344403337650422	0.22382388734644434	0.18902305385836032	0.3469729505829005	0.6420577878539385	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
SAC3D1	Urate	0.009287291542371628	0.008391404670508635	0.012259577	0.0	0.0051800543442368	0	0	0	0.016344403337650422	0.22382388734644434	0.18902305385836032	0.39613672947637535	0.6420577878539385	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
NAALADL1	Urate	0.010458420628852575	0.009913051622337911	0.013588042	0.0	0.0053116786293685	0	0	0	0.01571608598717934	0.21740434514387702	0.19007293891145532	0.3416358275333962	0.8794317688485842	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
NAALADL1	Urate	0.008824759009333924	0.008068819315731003	0.011767749	0.0	0.0044824997894465	0	0	0	0.01571608598717934	0.21740434514387702	0.19007293891145532	0.39083825936396716	0.8794317688485842	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
CDCA5	Urate	0.006106936142940485	0.005704340739086025	0.011767749	0.0	0.0047838939353823	0	0	0	0.011110660190502006	0.023430040085838887	0.01351627469269735	0.36177986391981276	0.9650161593748492	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
ZFPL1	Urate	0.011611429295121652	0.010740853513254834	0.012259577	0.0	0.0047336905263364	0	0	0	0.020920554889723327	0.3830457906040879	0.3574193803512827	0.33753567708685595	0.7615768655636486	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
TMEM262	Urate	0.00787107226616946	0.0071734563263968374	0.012259577	0.0	0.0045250281691551	0	0	0	0.01397213793486893	0.12680161378192026	0.10172682359594187	0.3365130466541318	0.8173628864984804	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
VPS51	Urate	0.009332898734350868	0.008800312232543316	0.011767749	0.0	0.0045250281691551	0	0	0	0.017140855229095794	0.2536708919265391	0.24469383944221423	0.33063562703748295	0.9445636968790699	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
MACROD1	Urate	0.015055598572757616	0.0144941814204518	0.013588042	0.0	0.0050514810718595	0	0	0	0.022978978643094655	0.49425854771067057	0.4685080186265425	0.46107183928405976	0.933324489894361	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
MACROD1	Urate	0.012703833003170616	0.011797671944683065	0.011767749	0.0	0.0056925690732896	0	0	0	0.022978978643094655	0.49425854771067057	0.4685080186265425	0.42054053322872564	0.933324489894361	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
FLRT1	Urate	0.013609826717247345	0.012353847712195724	0.014155949	0.0	0.0050543076358735	0	0	0	0.019585707843978433	0.37430891754307294	0.30829877405026224	0.39712310400645306	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
FLRT1	Urate	0.011483898496792337	0.010055527686262083	0.012259577	0.0	0.0048546730540692	0	0	0	0.019585707843978433	0.37430891754307294	0.30829877405026224	0.357054932568615	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
STIP1	Urate	0.011910647787489289	0.011239379196784423	0.014155949	0.0	0.0049425680190324	0	0	0	0.01781883688582263	0.27608509993723634	0.2432802589284544	0.5134443178783403	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
STIP1	Urate	0.010050140465729294	0.009148395813402536	0.012259577	0.0	0.0062062367796897	0	0	0	0.01781883688582263	0.27608509993723634	0.2432802589284544	0.47253371569250746	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
FERMT3	Urate	0.013640923659533876	0.012812579922473746	0.013588042	0.0	0.0058133997954428	0	0	0	0.02031297883342557	0.4090630866115363	0.366302478071235	0.5397947449026864	0.9186122232405575	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
FERMT3	Urate	0.011510137929240553	0.010428916977476764	0.011767749	0.0	0.0086625609546899	0	0	0	0.02031297883342557	0.4090630866115363	0.366302478071235	0.49869330555818575	0.9186122232405575	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
TRPT1	Urate	0.013531209472229817	0.012875690323351119	0.013588042	0.0	0.0074511403217911	0	0	0	0.02041303364244514	0.4024558083876285	0.37013824577921056	0.5430267224041988	0.8672398823018667	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
TRPT1	Urate	0.011417561688790615	0.010480286267280056	0.011767749	0.0	0.0065818633884191	0	0	0	0.02041303364244514	0.4024558083876285	0.37013824577921056	0.5019018761751457	0.8672398823018667	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
NUDT22	Urate	0.01549952122118758	0.014585524298344926	0.014155949	0.0	0.0047153919003903	0	0	0	0.023123793033050007	0.4835457994958276	0.4384956308936521	0.5490655606363671	0.7900366600742849	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
NUDT22	Urate	0.013078412543447673	0.011872021318173435	0.012259577	0.0	0.0044802380725741	0	0	0	0.023123793033050007	0.4835457994958276	0.4384956308936521	0.5078969794527033	0.7900366600742849	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
DNAJC4	Urate	0.013779004509375954	0.013293900346091054	0.014155949	0.0	0.0051839505322277	0	0	0	0.021076061025785946	0.3840885164734074	0.36314180050443995	0.5539707541462511	0.6735806280449568	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
DNAJC4	Urate	0.011626649806789128	0.010820692152175513	0.012259577	0.0	0.0045367944985628	0	0	0	0.021076061025785946	0.3840885164734074	0.36314180050443995	0.5127666481799613	0.6735806280449568	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
VEGFB	Urate	0.01486214799245959	0.015049996085926684	0.013588042	0.0	0.0052430354990065	0	0	0	0.023860163510109243	0.48260844267392283	0.50228970736821	0.5601036085873587	0.9468428922869133	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
VEGFB	Urate	0.012540600445222412	0.012250082390992496	0.011767749	0.0	0.0078952070325613	0	0	0	0.023860163510109243	0.48260844267392283	0.50228970736821	0.5188550867747913	0.9468428922869133	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
FKBP2	Urate	0.011198534774491384	0.010520441407999119	0.012143931	0.0	0.0055496930144727	0	0	0	0.016679037706070387	0.34217369973143974	0.30302653801809704	0.5673864583957837	0.5806039264869037	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
FKBP2	Urate	0.0094492633400015	0.008563209804294305	0.010517095	0.0	0.0053477990441024	0	0	0	0.016679037706070387	0.34217369973143974	0.30302653801809704	0.5260851921490118	0.5806039264869037	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
PPP1R14B	Urate	0.015013521598243295	0.014172545811512078	0.013588042	0.0	0.0058259167708456	0	0	0	0.02246905969187635	0.4917245612075619	0.4489594268345472	0.5712138718872459	0.8880902995513964	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
PPP1R14B	Urate	0.012668328678654696	0.011535873689926509	0.011767749	0.0	0.0055014393292367	0	0	0	0.02246905969187635	0.4917245612075619	0.4489594268345472	0.5298848864420307	0.8880902995513964	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
PLCB3	Urate	0.015116606156523368	0.015284214234869649	0.014796631	0.0	0.0056391377002	0	0	0	0.02423149140274837	0.42357416246288315	0.44064811277956817	0.6014748281819717	0.8910448121171192	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
PLCB3	Urate	0.011713456269455559	0.011424567077467944	0.011767749	0.0	0.0060318810865283	0	0	0	0.02225226164201421	0.42357416246288315	0.44064811277956817	0.5599266844319396	0.8910448121171192	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
BAD	Urate	0.01682477566068534	0.016284192389413723	0.0152846705	0.0	0.0081357564777135	0	0	0	0.025816850105683197	0.4883322433915518	0.4674403266483431	0.622667989252176	0.9116781631373304	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
BAD	Urate	0.012620798059206555	0.011783373222214849	0.011767749	0.0	0.006238302681595	0	0	0	0.022951128229914724	0.4883322433915518	0.4674403266483431	0.5809663587052092	0.9116781631373304	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
GPR137	Urate	0.013953822445415771	0.013384145398749958	0.01592031	0.0	0.0048884409479796	0	0	0	0.02121913493093024	0.30480047461449183	0.28187093146640985	0.6292027970503437	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
GPR137	Urate	0.01046929439352071	0.009686809049212137	0.012259577	0.0	0.0046741431578993	0	0	0	0.018867534146166792	0.30480047461449183	0.28187093146640985	0.5874538395985228	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
KCNK4	Urate	0.010109670700350756	0.009793952906350148	0.0152846705	0.0	0.0051142675802111	0	0	0	0.015527267676457693	0.12882023806833037	0.11675882125883522	0.643551850620507	0.9568641165404467	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
KCNK4	Urate	0.008258107511118025	0.007717335971562375	0.012814432	0.0	0.00463581783697	0	0	0	0.015031482423279226	0.12882023806833037	0.11675882125883522	0.60169897331151	0.9568641165404467	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
ESRRA	Urate	0.02483911954005273	0.024633733248146467	0.019509418	0.0	0.0059328405186533	0	0	0	0.03905415654657948	0.6294286646201156	0.6303540802262603	0.6663228489363905	0.8942525686170468	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
ESRRA	Urate	0.01642043682431785	0.01570885808009195	0.013237093	0.0	0.0065602115355432	0	0	0	0.03059701236162276	0.6294286646201156	0.6303540802262603	0.6243050576920476	0.8942525686170468	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
TRMT112	Urate	0.01212265523821513	0.011540116211861502	0.013245027	0.0	0.0078087849542498	0	0	0	0.018295623345587313	0.3365357612602242	0.30712824732451527	0.6681500335188223	0.3880300033765857	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
TRMT112	Urate	0.008829218080172216	0.008107753664746335	0.009900955	0.0	0.0045950217172503	0	0	0	0.015791920573757185	0.3365357612602242	0.30712824732451527	0.6261190092929512	0.3880300033765857	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
PRDX5	Urate	0.02011985842241132	0.01965438744139568	0.019509418	0.0	0.0091104516759514	0	0	0	0.031159934884053705	0.4314828338699342	0.41957078607659787	0.6732282713553049	0.9664270898654188	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
PRDX5	Urate	0.013300667264260166	0.012533544138757678	0.013237093	0.0	0.005995709914714	0	0	0	0.024412277645726142	0.4314828338699342	0.41957078607659787	0.6311604691114208	0.9664270898654188	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
CCDC88B	Urate	0.017416470820657604	0.016550288068714957	0.020040445	0.0	0.0084846373647451	0	0	0	0.026238716422538794	0.29873413770888135	0.26960523738579456	0.7219027790646341	0.8670589937774348	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
CCDC88B	Urate	0.02067108111411982	0.01894848381910287	0.024412382	0.0	0.0051994314417243	0	0	0	0.036907010725486536	0.29873413770888135	0.26960523738579456	0.6794824624291531	0.8670589937774348	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
RPS6KA4	Urate	0.017541061840962553	0.01787664847841898	0.020040445	0.0	0.0083963703364133	0	0	0	0.02834151937798055	0.3038215396483455	0.3242643291597041	0.7419064307086914	0.895253485118904	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
RPS6KA4	Urate	0.020818954418265905	0.020467038581245253	0.024412382	0.0	0.0100496457889676	0	0	0	0.03986478388711151	0.3038215396483455	0.3242643291597041	0.6993412420360626	0.895253485118904	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
SLC22A11	Urate	0.04705384152524647	0.0815113503008732	0.065475814	0.0	0.6413213014602661	1	0	1	0.12922755162224175	0.17564312776015736	0.6236995590782916	1.0	0.7367469007766146	1	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
SLC22A11	Urate	0.04320110336617285	0.0727531985499122	0.061699323	0.0	0.0243386253714561	0	0	0	0.14170543167617877	0.17564312776015736	0.6236995590782916	0.9707711661503916	0.7367469007766146	1	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
SLC22A12	Urate	0.053829526621952596	0.07231514281734933	0.042987723	0.0	0.0350589118897914	0	0	0	0.11464794555610108	0.6122613455716833	0.9768610395075495	0.96047640329411	0.9527519174183589	1	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
SLC22A12	Urate	0.16233700914135998	0.21037401770781894	0.13305806	0.0	0.587997555732727	1	1	1	0.4097571184074702	0.6122613455716833	0.9768610395075495	1.0	0.9527519174183589	1	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
NRXN2	Urate	0.1268934446218126	0.07792941577688953	0.04644171	0.0	0.0153728881850838	0	1	0	0.12354877649586979	1.0	0.9733734358926112	0.9393118558527134	0.893806376923448	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
NRXN2	Urate	0.12354169904885909	0.07318830311347757	0.04640688	0.0	0.0592973157763481	0	0	0	0.14255290891749905	1.0	0.9733734358926112	0.9841857508082298	0.893806376923448	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
RASGRP2	Urate	0.019058098718533454	0.01927974740824244	0.020040445	0.0	0.0129498485475778	0	0	0	0.03056598307187829	0.3657664245853355	0.3820858024363764	0.7748012034074744	0.9243524190825333	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
RASGRP2	Urate	0.018296987926087933	0.017855303729548112	0.019747274	0.0	0.0275840610265731	0	0	0	0.0347777633579789	0.3657664245853355	0.3820858024363764	0.8208665304963004	0.9243524190825333	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
PYGM	Urate	0.026884043213558764	0.02468829072115693	0.020040445	0.0	0.0125616658478975	0	0	0	0.03914065160075065	0.685321761751706	0.6049709718450579	0.7482613814114967	0.8909965751772706	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
PYGM	Urate	0.024330136285687316	0.021552956523869307	0.018614745	0.0	0.0141745842993259	0	0	0	0.04197988636908528	0.685321761751706	0.6049709718450579	0.7945189173103197	0.8909965751772706	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
SF1	Urate	0.02020777615184497	0.02025071576887867	0.020040445	0.0	0.0076704612001776	0	0	0	0.0321053498408562	0.41271098955868823	0.4220992469458555	0.7234397396977311	0.9318412039940185	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
SF1	Urate	0.017051212700570268	0.016483255891163236	0.01735577	0.0	0.0141500849276781	0	0	0	0.0321053498408562	0.41271098955868823	0.4220992469458555	0.7698770408646367	0.9318412039940185	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
MAP4K2	Urate	0.018892693224925775	0.01842702320253304	0.019509418	0.0	0.0073333131149411	0	0	0	0.029214079798210325	0.3800103198307795	0.36761458787668183	0.6904495882362559	0.8922024986734841	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
MAP4K2	Urate	0.01637546576424497	0.01540709798629131	0.01735577	0.0	0.0081706838682293	0	0	0	0.03000925752462645	0.3800103198307795	0.36761458787668183	0.7371258133023117	0.8922024986734841	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
MEN1	Urate	0.019906867014539704	0.02293912059704669	0.018407721	0.0	0.0064678210765123	0	0	0	0.03636752894145006	0.4725223489356146	0.616735551429161	0.6704309485009183	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
MEN1	Urate	0.017255994564393935	0.01918137420071752	0.016377095	0.0	0.0089463265612721	0	0	0	0.0373606242121471	0.4725223489356146	0.616735551429161	0.7172521541520689	0.7367469007766146	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
CDC42BPG	Urate	0.01393058671766202	0.013210596453254706	0.01592031	0.0	0.0069991080090403	0	0	0	0.020943991589172435	0.30360615252848727	0.2728681088857444	0.6433474675575952	0.8236095702088658	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
CDC42BPG	Urate	0.01499611027868088	0.013718212212910573	0.017589783	0.0	0.0095636444166302	0	0	0	0.026719721224659015	0.30360615252848727	0.2728681088857444	0.6903648193488171	0.8236095702088658	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
EHD1	Urate	0.012173964908585097	0.0121124886372659	0.013228858	0.0	0.0051424670964479	0	0	0	0.019203058774862763	0.34062505416822403	0.34374029237643783	0.6048485112737697	0.5978727509526794	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
EHD1	Urate	0.010612689189974146	0.010185741628159547	0.011836288	0.0	0.0051029231399297	0	0	0	0.01983933274590186	0.34062505416822403	0.34374029237643783	0.6521446832686298	0.5978727509526794	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
ATG2A	Urate	0.011907845314183377	0.011409239727750046	0.014155949	0.0	0.0054752072319388	0	0	0	0.018088132639762635	0.27592309839637535	0.25318998656303315	0.546404493157255	0.8189064685736337	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
ATG2A	Urate	0.010047775753844735	0.009286655350974933	0.012259577	0.0	0.004971049260348	0	0	0	0.018088132639762635	0.27592309839637535	0.25318998656303315	0.5941239330691087	0.8189064685736337	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
PPP2R5B	Urate	0.015007798618832363	0.01480543850954999	0.01460673	0.0	0.0055466229096055	0	0	0	0.02347244355811268	0.4283473431491219	0.42466901463878276	0.5150412308765581	1.0	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
PPP2R5B	Urate	0.012663499659445283	0.01205102250799642	0.01264997	0.0	0.0053954627364873	0	0	0	0.02347244355811268	0.4283473431491219	0.42466901463878276	0.5629878123013243	1.0	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
GPHA2	Urate	0.016253139530539116	0.015223947272211297	0.014155949	0.0	0.0047089266590774	0	0	0	0.0241359445617342	0.5271099386224466	0.4757414689917388	0.49198954648760895	0.8094761468332449	0	FLAMES_annotated_GCST011521-11_64561634_T_C_credset.cred1
GPHA2	Urate	0.013714311614737813	0.012391671554991683	0.012259577	0.0	0.0045367944985628	0	0	0	0.0241359445617342	0.5271099386224466	0.4757414689917388	0.540103074654727	0.8094761468332449	0	FLAMES_annotated_GCST011521-11_64594483_T_G_credset.cred1
BRSK2	IGF1	0.06098836485396744	0.0605739722413779	0.056147534	0.0	0.0589919835329055	0	0	0	0.05917730558580188	0.32115478719683155	0.25677719234283447	0.9602217781790788	0.6500147362216329	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
MOB2	IGF1	0.11166724442879106	0.10719383039066671	0.0892131	0.0	0.6861053705215454	1	1	1	0.10472223998557444	0.43290944188667013	0.332896134616987	1.0	0.8909973021378857	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
DUSP8	IGF1	0.05540180765263839	0.05474695630588079	0.046293713	0.0	0.4686871767044067	0	0	0	0.05348464436665371	0.39580174581320265	0.32114270976320214	0.9177561455155501	0.9150400145095106	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
DUSP8	IGF1	0.024324821136929506	0.02250985867187764	0.025052587	0.0	0.0056544686667621	0	0	0	0.018433853969388056	0.36701982372027653	0.29426309849864135	0.388618218673874	0.8990944755739969	0	FLAMES_annotated_GCST011520-11_2038316_A_C_credset.cred1
KRTAP5-1	IGF1	0.03853477212983382	0.03920009028597144	0.05022364	0.0	0.0907381027936935	0	0	0	0.038296245664723595	0.10574774441471249	0.0717248072959027	0.8772873713061458	0.787061597406425	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
KRTAP5-1	IGF1	0.015462002220057464	0.014846333255900962	0.02609965	0.0	0.0055933720432221	0	0	0	0.012158012327374576	0.0631486495425817	0.0349693998114847	0.40841912788871304	0.7470966942838603	0	FLAMES_annotated_GCST011520-11_2038316_A_C_credset.cred1
KRTAP5-2	IGF1	0.01587571072826332	0.016645967363296443	0.020142278	0.0	0.1483954787254333	0	0	0	0.01626215783742484	0.11987278265041712	0.10020210464831929	0.8601411024261496	0.3264639869414405	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
KRTAP5-2	IGF1	0.011814945884286793	0.011730181915464263	0.019341642	0.0	0.0056428182870149	0	0	0	0.00960612252684517	0.0779465559093054	0.06457426652745818	0.42769845362352343	0.200052775137525	0	FLAMES_annotated_GCST011520-11_2038316_A_C_credset.cred1
KRTAP5-3	IGF1	0.028036406362659024	0.029421091350873785	0.03813677	0.0	0.0495406165719032	0	0	0	0.02874272313858818	0.08406242869204623	0.06611222713902973	0.8462686128578985	0.8964043619216033	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
KRTAP5-3	IGF1	0.014132712099472089	0.01406487657952161	0.025052587	0.0	0.0056428182870149	0	0	0	0.01151805903109834	0.040430320130509255	0.029134587419681585	0.44276658546560216	0.8769612291221826	0	FLAMES_annotated_GCST011520-11_2038316_A_C_credset.cred1
KRTAP5-4	IGF1	0.014280417260852952	0.014990009000976705	0.020142278	0.0	0.0534911789000034	0	0	0	0.014644381250909042	0.06638363970637248	0.04920498490900624	0.8283796996297463	0.4037044594073772	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
KRTAP5-4	IGF1	0.010464805678175424	0.010426435766550397	0.019341642	0.0	0.0056948722340166	0	0	0	0.008538454067768809	0.021909374578249936	0.011557896536406882	0.4630298073104666	0.29178996572308674	0	FLAMES_annotated_GCST011520-11_2038316_A_C_credset.cred1
KRTAP5-5	IGF1	0.03487362150701472	0.03663856997427166	0.043477774	0.0	0.0403334945440292	0	0	0	0.0357937868587259	0.12927632433970468	0.11029897325796162	0.816565510314208	0.8391824797660341	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
KRTAP5-5	IGF1	0.032264791036612325	0.032093472270654504	0.051778812	0.0	0.008854147978127	0	0	0	0.02628210109319632	0.08779804990964843	0.07507092447002768	0.4760575401411832	0.8089997765134482	0	FLAMES_annotated_GCST011520-11_2038316_A_C_credset.cred1
KRTAP5-6	IGF1	0.010746999907791006	0.011186680242484632	0.013825937	0.0	0.0175271872431039	0	0	0	0.010928746633326398	0.11253074262250266	0.08946401173006546	0.7265506039995939	0.15802443945680023	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
KRTAP5-6	IGF1	0.03342847445188076	0.031028053639428815	0.05413762	0.0	0.0075980420224368	0	0	0	0.04380141473992709	0.07025476640326475	0.053410994757159144	0.378104055259369	0.043005696041888655	0	FLAMES_annotated_GCST011520-11_2158634_AGCCCT_A_credset.cred1
KRTAP5-6	IGF1	0.011925326922297424	0.011746942607072297	0.019833438	0.0	0.0069187092594802	0	0	0	0.009619848252360917	0.07025476640326475	0.053410994757159144	0.5750769039278792	0.0	0	FLAMES_annotated_GCST011520-11_2038316_A_C_credset.cred1
IFITM10	IGF1	0.014205548536025271	0.014724992952092262	0.01614423	0.0	0.0114539666101336	0	0	0	0.014385475732091778	0.18182765031097758	0.15334411650293556	0.6795142357975947	0.28465279194722165	0	FLAMES_annotated_GCST011520-11_1492470_T_C_credset.cred1
